cpu_usage,temperature,power,frequency,fan_rpm
33.3,47.49007765902395,22.96,1275.7,43.13479635193977
6.8,49.3798676781153,32.49,1302.7,59.87176238584739
5.7,48.06173713166034,25.52,1297.3,4.170144940661004
5.3,46.873254590823834,25.13,1326.7,128.9836687090383
2.1,45.86226445603519,23.89,1159.1,30.120903339135555
1.5,45.50327693262239,23.43,1297.6,31.1186580329418
1.2,44.88338337959108,22.92,1269.3,29.316705245139037
1.0,44.845120676230856,22.76,1184.2,17.169361406874923
2.1,45.135915209289415,23.68,1119.6,13.5994344358452
5.4,45.56808101480289,25.73,1231.6,21.66870761570749
5.1,44.883418567955545,16.31,1140.7,-12.150990030442564
1.0,45.7904344124616,14.01,1223.5,10.95250321732641
1.6,44.99863605296622,14.35,1272.4,120.2254614815823
2.4,44.80436718525738,14.83,1206.5,71.60960221578067
1.0,44.89626299569339,13.7,1246.1,79.14855406871575
2.2,44.31964380327393,14.93,1223.8,89.14038044634258
1.1,44.51639355181728,13.77,1203.1,115.36610718171171
1.9,44.05139414588155,14.75,1195.3,-28.899786141620083
5.5,44.724334962924736,15.97,1130.0,-7.275276082748
8.5,45.56219930278973,16.28,1563.3,9.73959481361917
5.1,45.22638571230638,14.51,1269.4,23.072568202411688
7.7,45.33167372627097,16.74,1227.9,29.961720429286302
7.0,45.78992959165879,15.87,1338.7,24.06421953255019
7.1,45.73614607710519,16.66,1618.7,50.82617992335521
3.3,46.104263070971456,14.95,1139.0,43.55956551817073
2.3,45.91370126861786,14.32,1390.2,13.31419559797779
11.3,46.59027968563502,18.52,1792.2,-44.87200178516119
9.2,46.24338923389454,18.44,1460.7,2.514708685042443
6.9,46.06160900136944,19.34,1331.4,20.327492232658805
7.8,45.915464349339686,19.8,1358.7,32.47130513807876
6.7,46.049176325575495,20.25,1273.9,-2.783388153592064
8.9,46.337982936078575,20.72,1235.5,22.812555026148193
7.2,46.6094662126321,19.46,1253.5,-2.7594039063192
10.0,46.472932401383304,21.94,1241.2,37.477303826205286
7.1,46.503521142674984,19.77,1385.8,-0.24258692958679262
6.4,46.20822810962047,19.83,1456.9,8.870220019361561
9.2,47.22891045803965,20.89,1446.7,-9.39741990651244
9.1,48.29335027817482,22.82,1459.3,36.9149257103038
6.7,48.167123818644505,20.32,1272.5,8.777299705034942
7.3,47.291173582439825,19.46,1411.2,79.88429959467842
9.7,50.46357110829954,28.01,1569.5,59.85250025622801
9.1,49.42877449448125,22.16,1398.2,41.26564142288953
7.2,49.014882239712605,20.84,1421.8,12.535338833948416
6.8,48.13095221190746,19.86,1646.5,59.828857131197076
11.7,49.024159332854225,27.82,1487.1,72.38337375470869
7.8,50.73618772492187,23.29,1573.5,50.58807394171394
2.5,49.747189788998874,13.78,1187.1,109.28053105427864
7.3,48.22530683976837,16.75,1278.5,63.73208103325384
13.6,48.44977316635983,19.27,1504.1,81.92738876644339
4.5,47.87047365591007,14.34,1314.8,50.61125167560284
2.6,47.185908198068375,13.89,1206.8,72.19791792631821
1.0,47.10952642154827,13.44,1124.5,13.21738951986626
3.2,46.8944717336746,14.85,1210.2,26.536908474126523
0.9,46.531224821276034,13.14,1188.3,58.66395869153772
0.8,46.14165102102067,13.32,1178.5,58.217483331701416
0.7,46.43783377896696,13.12,1191.2,64.55995137672512
0.8,45.52990187340535,13.41,1247.9,88.03487238129512
1.0,45.78640267606335,13.6,1481.3,-13.180563685992432
1.1,45.55854723410724,13.38,1183.8,4.669438804218601
0.8,45.306044935988616,13.36,1124.0,52.68531524530601
0.8,45.80534766468538,13.68,1116.9,14.404502889847073
0.8,44.88347600727346,13.49,1261.4,178.23942058926215
0.9,45.174093048250114,13.37,1177.6,63.54467206383997
0.8,44.98904064964159,13.3,1124.0,39.601770245273066
0.8,45.1865306826371,13.23,1136.9,21.962482648753085
0.9,45.14734392235783,13.41,1153.7,23.244074208569558
0.7,45.678770971862974,13.16,1216.6,43.54510715845473
0.7,44.58728759227346,13.12,1138.9,46.7243359048208
0.9,45.233804613021086,13.44,1119.5,23.896834022234398
0.8,45.14673048017979,13.1,1138.8,31.17048997768261
0.9,45.3201389347746,13.0,1182.6,95.80997587209075
0.8,44.617837731152946,13.08,1211.0,97.36950243934223
0.7,45.278622372604055,13.03,1148.4,52.028767540700805
0.9,45.14192028333229,13.06,1188.5,-11.73859199765964
0.8,44.39833695415454,13.39,1116.9,63.42165379360013
0.7,44.78100797760168,13.4,1241.8,104.02709606327366
0.9,43.98648727894332,13.58,1195.4,96.62517271750289
1.3,44.59314611810735,13.75,1221.6,71.19237345554326
1.6,45.047250685242645,13.94,1213.1,98.69645665311596
